Date,Open,High,Low,Close,Volume
2021-05-03,52.29,52.40,51.35,51.87,2300564
2021-05-04,51.80,52.13,50.52,50.71,3703167
2021-05-05,51.01,51.89,51.00,51.79,2530906
2021-05-06,51.80,52.53,51.71,52.20,2618671
2021-05-07,52.28,52.44,51.80,52.41,2178910
2021-05-10,52.33,52.90,52.22,52.64,1898823
2021-05-11,52.45,52.61,51.22,51.73,3054070
2021-05-12,52.23,55.57,51.93,55.48,8277621
2021-05-13,54.95,55.28,54.05,55.27,3530206
2021-05-14,55.82,55.89,54.52,55.25,2938241
2021-05-17,54.35,55.21,53.50,54.96,3631003
2021-05-18,55.08,55.51,54.45,54.53,2531813
2021-05-19,54.22,54.63,53.03,53.90,3713649
2021-05-20,53.72,54.07,53.18,53.95,2962660
2021-05-21,54.01,54.27,53.79,54.21,2924304
2021-05-25,54.60,54.61,53.50,53.50,2439622
2021-05-26,53.51,53.85,53.15,53.22,1639710
2021-05-27,51.97,51.97,50.41,50.54,9042176
2021-05-28,50.63,50.94,50.49,50.58,3238094
2021-05-31,50.54,50.61,49.58,49.84,3085645
2021-06-01,50.04,50.59,49.66,49.83,2657054
2021-06-02,49.84,50.70,49.81,50.39,2766442
2021-06-03,50.27,50.98,49.83,50.68,2145585
2021-06-04,50.90,51.00,50.56,50.99,2126994
2021-06-07,50.94,51.39,50.86,51.27,2390685
2021-06-08,51.18,51.70,51.06,51.06,2470159
2021-06-09,51.09,51.45,50.46,51.32,2455740
2021-06-10,51.37,51.69,51.09,51.43,2046017
2021-06-11,51.57,52.06,51.25,51.77,1967469
2021-06-14,51.78,52.09,51.50,51.52,1776133
2021-06-15,51.81,52.13,51.46,51.91,1703725
2021-06-16,51.89,52.28,51.52,51.57,2277694
2021-06-17,51.17,52.10,51.07,51.77,2393429
2021-06-18,51.69,51.81,50.93,51.07,5761530
2021-06-21,50.83,51.01,49.78,50.53,3286683
2021-06-22,50.44,50.61,49.52,49.67,3400967
2021-06-23,49.58,49.71,48.11,48.94,4079198
2021-06-24,49.09,49.99,49.05,49.67,2420413
2021-06-25,49.63,50.19,49.56,50.14,1707670
2021-06-28,50.04,50.28,49.69,49.87,1423384
2021-06-29,49.86,50.39,49.74,49.99,1589632
2021-06-30,49.79,50.15,49.25,49.58,2393813
2021-07-01,49.86,50.97,49.83,50.28,2437205
2021-07-02,50.34,50.54,49.73,49.83,1603678
2021-07-05,49.86,49.93,49.34,49.79,1373519
2021-07-06,49.77,49.88,48.92,49.07,2193925
2021-07-07,49.08,49.40,48.93,49.35,1795912
2021-07-08,48.90,49.44,48.24,48.99,3747138
2021-07-09,49.38,49.72,49.10,49.21,2792924
2021-07-12,48.98,49.19,48.58,49.06,2211517
2021-07-13,48.89,49.11,48.61,49.04,1981995
2021-07-14,48.94,49.79,48.85,49.38,2214266
2021-07-15,49.27,49.27,48.51,48.92,2216987
2021-07-16,48.87,49.77,48.86,49.06,2397331
2021-07-19,49.03,49.06,47.46,47.82,3755161
2021-07-20,48.15,48.97,48.10,48.61,2647199
2021-07-21,49.14,49.83,48.89,49.44,2264485
2021-07-22,49.48,50.00,49.23,49.50,1555488
2021-07-23,49.48,49.79,49.32,49.57,1734624
2021-07-26,49.49,49.90,49.09,49.74,1494920
2021-07-27,49.56,49.61,48.41,48.85,2741719
2021-07-28,48.60,49.11,48.43,48.91,2267336
2021-07-29,48.92,50.06,48.74,49.53,3942167
2021-07-30,48.90,49.22,48.69,48.69,2977898
2021-08-02,48.89,49.21,48.66,48.90,1800973
2021-08-03,48.93,49.06,48.28,48.52,2388143
2021-08-04,48.68,48.77,47.93,48.24,2505219
2021-08-05,47.60,47.97,44.58,44.58,15176323
2021-08-06,45.26,46.28,44.85,45.52,6781173
2021-08-09,45.76,45.87,45.00,45.70,2876188
2021-08-10,45.48,46.06,45.20,45.79,3400191
2021-08-11,45.88,46.24,45.67,45.79,2720152
2021-08-12,45.69,46.55,45.67,46.44,2894116
2021-08-13,46.58,46.76,46.16,46.27,2526703
2021-08-16,46.20,46.47,45.90,46.24,2118188
2021-08-17,46.12,46.50,45.75,46.34,1841355
2021-08-18,46.40,46.52,46.01,46.39,1975820
2021-08-19,45.88,46.24,45.61,46.13,2457124
2021-08-20,46.02,46.02,45.36,45.90,2566851
2021-08-23,46.22,46.37,45.93,46.27,1569913
2021-08-24,46.36,46.68,46.23,46.52,1653859
2021-08-25,46.46,46.70,46.14,46.25,1603747
2021-08-26,46.01,46.10,45.46,45.83,1960640
2021-08-27,45.78,45.92,45.52,45.81,1068979
2021-08-30,45.88,45.90,45.57,45.64,1088525
2021-08-31,45.65,45.98,45.43,45.65,2858423
2021-09-01,45.89,46.63,45.73,45.77,2621340
2021-09-02,45.82,46.23,45.74,46.17,1379207
2021-09-03,46.30,46.57,45.60,45.97,1854833
2021-09-06,46.19,46.38,45.86,46.23,1192043
2021-09-07,46.25,46.29,45.79,45.88,1581965
2021-09-08,45.70,45.75,44.91,45.02,3274794
2021-09-09,44.84,44.88,43.24,44.09,4477229
2021-09-10,43.67,44.54,43.67,44.32,2733363
2021-09-13,44.49,45.02,44.40,44.46,1864109
2021-09-14,44.46,44.67,44.30,44.44,1769140
2021-09-15,44.30,44.51,43.97,43.97,2382083
2021-09-16,44.10,44.73,44.01,44.19,1949028
2021-09-17,44.38,44.54,43.62,43.77,5719644
2021-09-20,43.47,43.95,43.06,43.83,3889600
2021-09-21,43.91,44.49,43.64,44.36,2365800
2021-09-22,44.45,45.33,44.33,45.08,2429591
2021-09-23,45.34,45.34,44.93,45.03,1810831
2021-09-24,45.08,45.23,44.77,45.02,1600822
2021-09-27,45.37,46.13,45.25,45.79,2450027
2021-09-28,45.81,46.33,45.41,45.42,2788071
2021-09-29,45.60,46.00,45.00,45.91,2396947
2021-09-30,46.13,46.16,45.35,45.51,2635111
2021-10-01,45.20,45.43,44.76,45.06,2198348
2021-10-04,44.78,45.55,44.78,45.13,1721690
2021-10-05,45.13,45.26,44.57,44.70,2251305
2021-10-06,45.67,45.92,44.30,44.86,3975407
2021-10-07,45.14,45.98,45.02,45.85,3067970
2021-10-08,45.85,46.44,45.76,46.23,1948067
2021-10-11,46.47,47.54,46.19,47.07,3141349
2021-10-12,46.57,46.65,46.06,46.20,2603595
2021-10-13,46.13,46.13,45.23,45.59,2863167
